"","taxonomy"
"ASV_16750","Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Pasteuria;ASV_16750"
"ASV_16751","Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;NA;ASV_16751"
"ASV_16752","Bacteria;Acidobacteriota;Holophagae;Subgroup 7;NA;NA;ASV_16752"
"ASV_16753","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);NA;ASV_16753"
"ASV_16754","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_16754"
"ASV_16755","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_16755"
"ASV_16756","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_16756"
"ASV_16757","Bacteria;NA;NA;NA;NA;NA;ASV_16757"
"ASV_16758","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;ASV_16758"
"ASV_16759","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;ASV_16759"
"ASV_1676","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Koribacteraceae;Candidatus Koribacter;ASV_1676"
"ASV_16760","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Robbsia;ASV_16760"
"ASV_16761","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_16761"
"ASV_16762","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Koribacteraceae;Candidatus Koribacter;ASV_16762"
"ASV_16763","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_16763"
"ASV_16764","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;ASV_16764"
"ASV_16765","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;NA;ASV_16765"
"ASV_16766","Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;NA;NA;ASV_16766"
"ASV_16767","Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;NA;ASV_16767"
"ASV_16768","Bacteria;WPS-2;NA;NA;NA;NA;ASV_16768"
"ASV_16769","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;ASV_16769"
"ASV_1677","Bacteria;Chloroflexi;AD3;NA;NA;NA;ASV_1677"
"ASV_16770","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);NA;ASV_16770"
"ASV_16771","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;NA;NA;ASV_16771"
"ASV_16772","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_16772"
"ASV_16773","Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;ASV_16773"
"ASV_16774","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_16774"
"ASV_16775","Bacteria;Chloroflexi;TK10;NA;NA;NA;ASV_16775"
"ASV_16776","Bacteria;NA;NA;NA;NA;NA;ASV_16776"
"ASV_16777","Bacteria;Chloroflexi;SHA-26;NA;NA;NA;ASV_16777"
"ASV_16778","Bacteria;Actinobacteriota;Actinobacteria;NA;NA;NA;ASV_16778"
"ASV_16779","Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;NA;NA;ASV_16779"
"ASV_1678","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tundrisphaera;ASV_1678"
"ASV_16780","Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;NA;NA;ASV_16780"
"ASV_16781","Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Subgroup 10;ASV_16781"
"ASV_16782","Bacteria;Patescibacteria;Berkelbacteria;NA;NA;NA;ASV_16782"
"ASV_16783","Bacteria;Acidobacteriota;NA;NA;NA;NA;ASV_16783"
"ASV_16784","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;ASV_16784"
"ASV_16785","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_16785"
"ASV_16786","Bacteria;Acidobacteriota;Acidobacteriae;NA;NA;NA;ASV_16786"
"ASV_16787","Bacteria;NA;NA;NA;NA;NA;ASV_16787"
"ASV_16788","Bacteria;Chloroflexi;JG30-KF-CM66;NA;NA;NA;ASV_16788"
"ASV_16789","Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;ASV_16789"
"ASV_1679","Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;NA;ASV_1679"
"ASV_16790","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;1959-1;ASV_16790"
"ASV_16791","Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bryobacter;ASV_16791"
"ASV_16792","Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Niveitalea;ASV_16792"
"ASV_16793","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;ASV_16793"
"ASV_16794","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;NA;NA;ASV_16794"
"ASV_16795","Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Rhodanobacter;ASV_16795"
"ASV_16796","Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 15;NA;NA;ASV_16796"
"ASV_16797","Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;NA;NA;ASV_16797"
"ASV_16798","Bacteria;NA;NA;NA;NA;NA;ASV_16798"
"ASV_16799","Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;NA;NA;ASV_16799"
"ASV_168","Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;NA;ASV_168"
"ASV_1680","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Bauldia;ASV_1680"
"ASV_16800","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_16800"
"ASV_16801","Bacteria;Armatimonadota;Fimbriimonadia;Fimbriimonadales;Fimbriimonadaceae;NA;ASV_16801"
"ASV_16802","Bacteria;NA;NA;NA;NA;NA;ASV_16802"
"ASV_16803","Bacteria;Chloroflexi;JG30-KF-CM66;NA;NA;NA;ASV_16803"
"ASV_16804","Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2;NA;NA;ASV_16804"
"ASV_16805","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_16805"
"ASV_16806","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_16806"
"ASV_16807","Bacteria;Armatimonadota;Chthonomonadetes;Chthonomonadales;Chthonomonadaceae;Chthonomonas;ASV_16807"
"ASV_16808","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_16808"
"ASV_16809","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_16809"
"ASV_1681","Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;ASV_1681"
"ASV_16810","Bacteria;Patescibacteria;Berkelbacteria;NA;NA;NA;ASV_16810"
"ASV_16811","Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Sediminibacterium;ASV_16811"
"ASV_16812","Bacteria;NA;NA;NA;NA;NA;ASV_16812"
"ASV_16813","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Candidatus Nostocoida;ASV_16813"
"ASV_16814","Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;Pirellula;ASV_16814"
"ASV_16815","Bacteria;RCP2-54;NA;NA;NA;NA;ASV_16815"
"ASV_16816","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_16816"
"ASV_16817","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;ASV_16817"
"ASV_16818","Bacteria;Chloroflexi;Anaerolineae;SBR1031;NA;NA;ASV_16818"
"ASV_16819","Bacteria;Acidobacteriota;Holophagae;Subgroup 7;NA;NA;ASV_16819"
"ASV_1682","Bacteria;Chloroflexi;Ktedonobacteria;B12-WMSP1;NA;NA;ASV_1682"
"ASV_16820","Bacteria;Chloroflexi;AD3;NA;NA;NA;ASV_16820"
"ASV_16821","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_16821"
"ASV_16822","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_16822"
"ASV_16823","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;GOUTA6;ASV_16823"
"ASV_16824","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_16824"
"ASV_16825","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_16825"
"ASV_16826","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;NA;ASV_16826"
"ASV_16827","Bacteria;Chloroflexi;NA;NA;NA;NA;ASV_16827"
"ASV_16828","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Candidatus Nostocoida;ASV_16828"
"ASV_16829","Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Plot4-2H12;ASV_16829"
"ASV_1683","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_1683"
"ASV_16830","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus Udaeobacter;ASV_16830"
"ASV_16831","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_16831"
"ASV_16832","Bacteria;Acidobacteriota;Acidobacteriae;Subgroup 2;NA;NA;ASV_16832"
"ASV_16833","Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;ASV_16833"
"ASV_16834","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudolabrys;ASV_16834"
"ASV_16835","Bacteria;Chloroflexi;Chloroflexia;Elev-1554;NA;NA;ASV_16835"
"ASV_16836","Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Candidatus Ovatusbacter;ASV_16836"
"ASV_16837","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_16837"
"ASV_16838","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Aquisphaera;ASV_16838"
"ASV_16839","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_16839"
"ASV_1684","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Aquisphaera;ASV_1684"
"ASV_16840","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Frankiaceae;Jatrophihabitans;ASV_16840"
"ASV_16841","Bacteria;Proteobacteria;Gammaproteobacteria;JG36-TzT-191;NA;NA;ASV_16841"
"ASV_16842","Bacteria;Actinobacteriota;Acidimicrobiia;NA;NA;NA;ASV_16842"
"ASV_16843","Bacteria;Actinobacteriota;Acidimicrobiia;NA;NA;NA;ASV_16843"
"ASV_16844","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tundrisphaera;ASV_16844"
"ASV_16845","Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;NA;NA;ASV_16845"
"ASV_16846","Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42;ASV_16846"
"ASV_16847","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidisoma;ASV_16847"
"ASV_16848","Bacteria;NA;NA;NA;NA;NA;ASV_16848"
"ASV_16849","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidisoma;ASV_16849"
"ASV_1685","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Frankiaceae;Jatrophihabitans;ASV_1685"
"ASV_16850","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_16850"
"ASV_16851","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;NA;ASV_16851"
"ASV_16852","Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;NA;NA;ASV_16852"
"ASV_16853","Bacteria;Cyanobacteria;Sericytochromatia;NA;NA;NA;ASV_16853"
"ASV_16854","Bacteria;Firmicutes;Bacilli;Thermoactinomycetales;Thermoactinomycetaceae;Pasteuria;ASV_16854"
"ASV_16855","Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;NA;NA;ASV_16855"
"ASV_16856","Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;NA;NA;ASV_16856"
"ASV_16857","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;ASV_16857"
"ASV_16858","Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA;ASV_16858"
"ASV_16859","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);NA;ASV_16859"
"ASV_1686","Archaea;Crenarchaeota;Bathyarchaeia;NA;NA;NA;ASV_1686"
"ASV_16860","Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;NA;ASV_16860"
"ASV_16861","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tundrisphaera;ASV_16861"
"ASV_16862","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;NA;ASV_16862"
"ASV_16863","Bacteria;Actinobacteriota;Actinobacteria;NA;NA;NA;ASV_16863"
"ASV_16864","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Roseiarcus;ASV_16864"
"ASV_16865","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidisoma;ASV_16865"
"ASV_16866","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;NA;ASV_16866"
"ASV_16867","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tundrisphaera;ASV_16867"
"ASV_16868","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_16868"
"ASV_16869","Bacteria;Abditibacteriota;Abditibacteria;Abditibacteriales;Abditibacteriaceae;Abditibacterium;ASV_16869"
"ASV_1687","Bacteria;Actinobacteriota;Actinobacteria;Catenulisporales;Actinospicaceae;Actinospica;ASV_1687"
"ASV_16870","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Aquisphaera;ASV_16870"
"ASV_16871","Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;ASV_16871"
"ASV_16872","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);NA;ASV_16872"
"ASV_16873","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;NA;NA;ASV_16873"
"ASV_16874","Bacteria;Actinobacteriota;Actinobacteria;NA;NA;NA;ASV_16874"
"ASV_16875","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;NA;NA;ASV_16875"
"ASV_16876","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Candidatus Nostocoida;ASV_16876"
"ASV_16877","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;ASV_16877"
"ASV_16878","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Acidothermaceae;Acidothermus;ASV_16878"
"ASV_16879","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_16879"
"ASV_1688","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Acidothermaceae;Acidothermus;ASV_1688"
"ASV_16880","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_16880"
"ASV_16881","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Acidothermaceae;Acidothermus;ASV_16881"
"ASV_16882","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;NA;ASV_16882"
"ASV_16883","Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;NA;NA;ASV_16883"
"ASV_16884","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Roseiarcus;ASV_16884"
"ASV_16885","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;ASV_16885"
"ASV_16886","Bacteria;Actinobacteriota;Actinobacteria;NA;NA;NA;ASV_16886"
"ASV_16887","Bacteria;NA;NA;NA;NA;NA;ASV_16887"
"ASV_16888","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Acidothermaceae;Acidothermus;ASV_16888"
"ASV_16889","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidisoma;ASV_16889"
"ASV_1689","Bacteria;Chloroflexi;Anaerolineae;SBR1031;NA;NA;ASV_1689"
"ASV_16890","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tundrisphaera;ASV_16890"
"ASV_16891","Bacteria;NA;NA;NA;NA;NA;ASV_16891"
"ASV_16892","Bacteria;Verrucomicrobiota;Verrucomicrobiae;Methylacidiphilales;Methylacidiphilaceae;NA;ASV_16892"
"ASV_16893","Bacteria;Actinobacteriota;Actinobacteria;NA;NA;NA;ASV_16893"
"ASV_16894","Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;P3OB-42;ASV_16894"
"ASV_16895","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;NA;ASV_16895"
"ASV_16896","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidisoma;ASV_16896"
"ASV_16897","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;NA;ASV_16897"
"ASV_16898","Bacteria;Actinobacteriota;Actinobacteria;NA;NA;NA;ASV_16898"
"ASV_16899","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Granulicella;ASV_16899"
"ASV_169","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;1174-901-12;ASV_169"
"ASV_1690","Bacteria;Chloroflexi;TK10;NA;NA;NA;ASV_1690"
"ASV_16900","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;NA;ASV_16900"
"ASV_16901","Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;ASV_16901"
"ASV_16902","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);NA;ASV_16902"
"ASV_16903","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;NA;ASV_16903"
"ASV_16904","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;NA;ASV_16904"
"ASV_16905","Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;ASV_16905"
"ASV_16906","Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;NA;NA;ASV_16906"
"ASV_16907","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;NA;ASV_16907"
"ASV_16908","Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Mitochondria;NA;ASV_16908"
"ASV_16909","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidisoma;ASV_16909"
"ASV_1691","Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;NA;ASV_1691"
"ASV_16910","Bacteria;Chloroflexi;AD3;NA;NA;NA;ASV_16910"
"ASV_16911","Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales;Oligoflexaceae;NA;ASV_16911"
"ASV_16912","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Aquisphaera;ASV_16912"
"ASV_16913","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;Roseiarcus;ASV_16913"
"ASV_16914","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);NA;ASV_16914"
"ASV_16915","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Aquisphaera;ASV_16915"
"ASV_16916","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Rhodopila;ASV_16916"
"ASV_16917","Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;ASV_16917"
"ASV_16918","Bacteria;NA;NA;NA;NA;NA;ASV_16918"
"ASV_16919","Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Anaerovorax;ASV_16919"
"ASV_1692","Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101 soil group;NA;ASV_1692"
"ASV_16920","Bacteria;Verrucomicrobiota;Verrucomicrobiae;UA11;NA;NA;ASV_16920"
"ASV_16921","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Acidisphaera;ASV_16921"
"ASV_16922","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;ASV_16922"
"ASV_16923","Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;NA;NA;ASV_16923"
"ASV_16924","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;NA;NA;ASV_16924"
"ASV_16925","Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;NA;NA;ASV_16925"
"ASV_16926","Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;ASV_16926"
"ASV_16927","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;NA;ASV_16927"
"ASV_16928","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;NA;ASV_16928"
"ASV_16929","Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;NA;ASV_16929"
"ASV_1693","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;NA;NA;ASV_1693"
"ASV_16930","Bacteria;NA;NA;NA;NA;NA;ASV_16930"
"ASV_16931","Bacteria;Actinobacteriota;Actinobacteria;NA;NA;NA;ASV_16931"
"ASV_16932","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_16932"
"ASV_16933","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;NA;ASV_16933"
"ASV_16934","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;NA;ASV_16934"
"ASV_16935","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;NA;NA;ASV_16935"
"ASV_16936","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;Ktedonobacter;ASV_16936"
"ASV_16937","Bacteria;Actinobacteriota;Actinobacteria;NA;NA;NA;ASV_16937"
"ASV_16938","Bacteria;Verrucomicrobiota;Verrucomicrobiae;NA;NA;NA;ASV_16938"
"ASV_16939","Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;ASV_16939"
"ASV_1694","Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 1;ASV_1694"
"ASV_16940","Bacteria;Actinobacteriota;Actinobacteria;Frankiales;Acidothermaceae;Acidothermus;ASV_16940"
"ASV_16941","Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;NA;NA;ASV_16941"
"ASV_16942","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;NA;ASV_16942"
"ASV_16943","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;NA;NA;ASV_16943"
"ASV_16944","Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Nguyenibacter;ASV_16944"
"ASV_16945","Bacteria;NA;NA;NA;NA;NA;ASV_16945"
"ASV_16946","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Candidatus Nostocoida;ASV_16946"
"ASV_16947","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Nitrobacter;ASV_16947"
"ASV_16948","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Beijerinckiaceae;NA;ASV_16948"
"ASV_16949","Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae (Subgroup 1);Edaphobacter;ASV_16949"
"ASV_1695","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Aquisphaera;ASV_1695"
"ASV_16950","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Tundrisphaera;ASV_16950"
"ASV_16951","Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;ASV_16951"
"ASV_16952","Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Aquisphaera;ASV_16952"
"ASV_16953","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;Ktedonobacter;ASV_16953"
"ASV_16954","Bacteria;Actinobacteriota;Actinobacteria;Corynebacteriales;Nocardiaceae;Millisia;ASV_16954"
"ASV_16955","Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;NA;ASV_16955"
"ASV_16956","Bacteria;Actinobacteriota;Acidimicrobiia;IMCC26256;NA;NA;ASV_16956"
"ASV_16957","Bacteria;Firmicutes;Negativicutes;Veillonellales-Selenomonadales;Sporomusaceae;Pelosinus;ASV_16957"
"ASV_16958","Bacteria;FCPU426;NA;NA;NA;NA;ASV_16958"
"ASV_16959","Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;NA;ASV_16959"
"ASV_1696","Bacteria;Actinobacteriota;Actinobacteria;NA;NA;NA;ASV_1696"
"ASV_16960","Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;NA;ASV_16960"
"ASV_16961","Bacteria;Actinobacteriota;Actinobacteria;NA;NA;NA;ASV_16961"
"ASV_16962","Bacteria;Actinobacteriota;NA;NA;NA;NA;ASV_16962"
"ASV_16963","Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;NA;NA;ASV_16963"
"ASV_16964","Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;NA;ASV_16964"
"ASV_16965","Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;JG30a-KF-32;ASV_16965"
"ASV_16966","Bacteria;NA;NA;NA;NA;NA;ASV_16966"
"ASV_16967","Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;NA;ASV_16967"
